Value,Value,Count,P1_001N,POP_AREA,POP_DENS,REP_CAT
1467.0,1467.0,69.0,117,69.0,1.6956521739130435,0
1468.0,1468.0,67.0,50,60.0,0.8333333333333334,0
1469.0,1469.0,32.0,66,32.0,2.0625,0
1470.0,1470.0,31.0,113,31.0,3.6451612903225805,0
1471.0,1471.0,10.0,22,10.0,2.2,0
1472.0,1472.0,1263.0,79,1263.0,0.0625494853523357,0
1473.0,1473.0,28.0,49,28.0,1.75,0
1474.0,1474.0,1434.0,30,1434.0,0.02092050209205021,82
1475.0,1475.0,47.0,84,47.0,1.7872340425531914,22
1476.0,1476.0,4.0,27,4.0,6.75,0
1477.0,1477.0,20.0,34,20.0,1.7,22
1478.0,1478.0,485.0,937,484.0,1.9359504132231404,0
1479.0,1479.0,25.0,70,25.0,2.8,22
1480.0,1480.0,23.0,49,23.0,2.130434782608696,0
1481.0,1481.0,584.0,1168,584.0,2.0,0
1482.0,1482.0,450.0,225,450.0,0.5,0
1483.0,1483.0,8.0,61,8.0,7.625,0
1484.0,1484.0,36.0,68,36.0,1.8888888888888888,0
1485.0,1485.0,77.0,243,77.0,3.155844155844156,0
1486.0,1486.0,12.0,55,12.0,4.583333333333333,23
1487.0,1487.0,24.0,46,24.0,1.9166666666666667,0
1488.0,1488.0,25.0,44,25.0,1.76,0
1489.0,1489.0,46.0,79,46.0,1.7173913043478262,0
1490.0,1490.0,16.0,29,16.0,1.8125,22
1491.0,1491.0,47.0,97,47.0,2.0638297872340425,22
1492.0,1492.0,67.0,84,67.0,1.2537313432835822,0
1493.0,1493.0,39.0,67,39.0,1.7179487179487178,0
1494.0,1494.0,469.0,20,469.0,0.042643923240938165,0
1495.0,1495.0,40.0,37,40.0,0.925,0
1496.0,1496.0,58.0,168,58.0,2.896551724137931,0
1497.0,1497.0,20.0,63,20.0,3.15,22
1498.0,1498.0,23.0,63,23.0,2.739130434782609,22
1499.0,1499.0,45.0,65,45.0,1.4444444444444444,0
1500.0,1500.0,22.0,25,22.0,1.1363636363636365,0
1501.0,1501.0,616.0,480,594.0,0.8080808080808081,0
1502.0,1502.0,56.0,95,56.0,1.6964285714285714,0
1503.0,1503.0,26.0,44,26.0,1.6923076923076923,21
1504.0,1504.0,36.0,70,36.0,1.9444444444444444,22
1505.0,1505.0,29.0,67,29.0,2.310344827586207,0
1506.0,1506.0,100189.0,135,100139.0,0.001348126104714447,90
1507.0,1507.0,65.0,74,65.0,1.1384615384615384,0
1508.0,1508.0,10.0,14,10.0,1.4,0
1509.0,1509.0,44.0,112,44.0,2.5454545454545454,0
1510.0,1510.0,178.0,33,178.0,0.1853932584269663,0
1511.0,1511.0,57.0,105,57.0,1.8421052631578947,0
1512.0,1512.0,42.0,113,42.0,2.6904761904761907,0
1513.0,1513.0,1743.0,7,1743.0,0.004016064257028112,90
1514.0,1514.0,2557.0,32,2557.0,0.012514665623777864,82
1515.0,1515.0,55.0,62,55.0,1.1272727272727272,0
1516.0,1516.0,492.0,52,492.0,0.10569105691056911,0
1517.0,1517.0,15.0,29,15.0,1.9333333333333333,22
1518.0,1518.0,24.0,34,24.0,1.4166666666666667,21
1519.0,1519.0,21.0,23,21.0,1.0952380952380953,0
1520.0,1520.0,33.0,84,33.0,2.5454545454545454,22
1521.0,1521.0,98.0,439,98.0,4.479591836734694,0
1522.0,1522.0,16.0,43,16.0,2.6875,22
1523.0,1523.0,39.0,51,39.0,1.3076923076923077,0
1524.0,1524.0,12.0,24,12.0,2.0,23
1525.0,1525.0,38.0,75,38.0,1.9736842105263157,22
1526.0,1526.0,17.0,106,17.0,6.235294117647059,0
1527.0,1527.0,20.0,61,20.0,3.05,0
1528.0,1528.0,40.0,61,40.0,1.525,0
1529.0,1529.0,18.0,34,18.0,1.8888888888888888,0
1530.0,1530.0,12.0,90,12.0,7.5,23
1531.0,1531.0,69.0,133,69.0,1.9275362318840579,0
1532.0,1532.0,7.0,43,7.0,6.142857142857143,0
1533.0,1533.0,19.0,30,19.0,1.5789473684210527,0
1534.0,1534.0,20.0,75,20.0,3.75,0
1535.0,1535.0,18.0,99,18.0,5.5,0
1536.0,1536.0,110.0,14,107.0,0.1308411214953271,0
1537.0,1537.0,10.0,62,10.0,6.2,0
1538.0,1538.0,30.0,91,30.0,3.033333333333333,0
1539.0,1539.0,92.0,46,92.0,0.5,0
1540.0,1540.0,7045.0,128,7043.0,0.01817407354820389,0
1541.0,1541.0,503.0,612,503.0,1.216699801192843,0
1542.0,1542.0,39.0,65,39.0,1.6666666666666667,0
1543.0,1543.0,40.0,53,40.0,1.325,0
1544.0,1544.0,9.0,153,9.0,17.0,0
1545.0,1545.0,15.0,9,15.0,0.6,23
1546.0,1546.0,42.0,78,42.0,1.8571428571428572,0
1547.0,1547.0,35.0,79,35.0,2.257142857142857,22
1548.0,1548.0,69.0,188,69.0,2.7246376811594204,0
1549.0,1549.0,72.0,111,72.0,1.5416666666666667,0
1550.0,1550.0,6.0,13,6.0,2.1666666666666665,0
1551.0,1551.0,4.0,14,4.0,3.5,0
1552.0,1552.0,449.0,158,377.0,0.41909814323607425,0
1553.0,1553.0,9.0,27,9.0,3.0,0
1554.0,1554.0,12.0,33,12.0,2.75,0
1555.0,1555.0,6.0,58,6.0,9.666666666666666,0
1556.0,1556.0,4.0,57,4.0,14.25,0
1557.0,1557.0,79.0,62,79.0,0.7848101265822784,0
1558.0,1558.0,43.0,54,43.0,1.255813953488372,0
1559.0,1559.0,94.0,78,94.0,0.8297872340425532,0
1560.0,1560.0,14.0,35,14.0,2.5,22
1561.0,1561.0,23.0,38,23.0,1.6521739130434783,0
1562.0,1562.0,289.0,131,288.0,0.4548611111111111,0
1563.0,1563.0,61.0,118,61.0,1.9344262295081966,22
1564.0,1564.0,10.0,67,10.0,6.7,0
1565.0,1565.0,228.0,250,228.0,1.0964912280701755,0
1566.0,1566.0,48.0,112,48.0,2.3333333333333335,0
1567.0,1567.0,12.0,34,12.0,2.8333333333333335,0
1568.0,1568.0,46.0,106,46.0,2.3043478260869565,0
1569.0,1569.0,217.0,801,200.0,4.005,0
1570.0,1570.0,29.0,50,29.0,1.7241379310344827,22
1571.0,1571.0,11.0,31,11.0,2.8181818181818183,23
1572.0,1572.0,51.0,57,51.0,1.1176470588235294,0
1573.0,1573.0,30.0,127,30.0,4.233333333333333,22
1574.0,1574.0,53.0,112,53.0,2.1132075471698113,0
1575.0,1575.0,56.0,66,56.0,1.1785714285714286,0
1576.0,1576.0,16.0,37,16.0,2.3125,22
1577.0,1577.0,33.0,27,33.0,0.8181818181818182,0
1578.0,1578.0,1054.0,366,1036.0,0.3532818532818533,0
1579.0,1579.0,99.0,138,99.0,1.393939393939394,0
1580.0,1580.0,33.0,231,33.0,7.0,0
1581.0,1581.0,281.0,32,281.0,0.11387900355871886,0
1582.0,1582.0,47.0,61,47.0,1.297872340425532,0
1583.0,1583.0,142.0,47,142.0,0.33098591549295775,0
1584.0,1584.0,37.0,93,37.0,2.5135135135135136,0
1585.0,1585.0,17.0,33,17.0,1.9411764705882353,0
1586.0,1586.0,25.0,126,25.0,5.04,23
1587.0,1587.0,75.0,26,75.0,0.3466666666666667,0
1588.0,1588.0,79.0,106,79.0,1.3417721518987342,0
1589.0,1589.0,141.0,189,141.0,1.3404255319148937,0
1590.0,1590.0,8.0,24,8.0,3.0,0
1591.0,1591.0,697.0,400,697.0,0.5738880918220947,0
1592.0,1592.0,13.0,36,13.0,2.769230769230769,22
1593.0,1593.0,507.0,707,507.0,1.3944773175542406,0
1594.0,1594.0,97313.0,16,92770.0,0.00017246954834537027,90
1595.0,1595.0,447.0,349,352.0,0.9914772727272727,0
1596.0,1596.0,16.0,32,16.0,2.0,22
1597.0,1597.0,226.0,230,226.0,1.0176991150442478,0
1598.0,1598.0,14.0,46,14.0,3.2857142857142856,0
1599.0,1599.0,16.0,30,16.0,1.875,0
1600.0,1600.0,87.0,85,87.0,0.9770114942528736,0
1601.0,1601.0,27.0,37,27.0,1.3703703703703705,0
1602.0,1602.0,31.0,129,31.0,4.161290322580645,0
1603.0,1603.0,61.0,107,61.0,1.7540983606557377,0
1604.0,1604.0,731.0,419,700.0,0.5985714285714285,0
1605.0,1605.0,20.0,65,20.0,3.25,22
1606.0,1606.0,46.0,49,46.0,1.065217391304348,0
1607.0,1607.0,59.0,123,59.0,2.0847457627118646,0
1608.0,1608.0,91.0,137,89.0,1.5393258426966292,0
1609.0,1609.0,22.0,19,22.0,0.8636363636363636,22
1610.0,1610.0,41.0,61,41.0,1.4878048780487805,22
1611.0,1611.0,9.0,24,9.0,2.6666666666666665,0
1612.0,1612.0,287.0,343,284.0,1.2077464788732395,0
1613.0,1613.0,131.0,289,131.0,2.2061068702290076,0
1614.0,1614.0,17.0,46,17.0,2.7058823529411766,22
1615.0,1615.0,28.0,48,28.0,1.7142857142857142,0
1616.0,1616.0,22.0,44,22.0,2.0,22
1617.0,1617.0,82.0,121,82.0,1.475609756097561,23
1618.0,1618.0,4298.0,136,4297.0,0.03164998836397487,0
1619.0,1619.0,413.0,6,413.0,0.014527845036319613,0
1620.0,1620.0,13.0,61,13.0,4.6923076923076925,0
1621.0,1621.0,51.0,49,51.0,0.9607843137254902,22
1622.0,1622.0,21.0,59,21.0,2.8095238095238093,22
1623.0,1623.0,6.0,18,6.0,3.0,0
1624.0,1624.0,20.0,53,20.0,2.65,22
1625.0,1625.0,7.0,20,7.0,2.857142857142857,0
1626.0,1626.0,670.0,19,670.0,0.028358208955223882,0
1627.0,1627.0,28.0,48,28.0,1.7142857142857142,0
1628.0,1628.0,25.0,55,25.0,2.2,22
1629.0,1629.0,83.0,26,78.0,0.3333333333333333,0
1630.0,1630.0,9.0,37,9.0,4.111111111111111,0
1631.0,1631.0,11.0,10,11.0,0.9090909090909091,22
1632.0,1632.0,28.0,30,28.0,1.0714285714285714,0
1633.0,1633.0,29.0,55,29.0,1.896551724137931,22
1634.0,1634.0,19.0,85,19.0,4.473684210526316,0
1635.0,1635.0,317.0,375,317.0,1.1829652996845426,0
1636.0,1636.0,10.0,37,10.0,3.7,0
1637.0,1637.0,19.0,33,19.0,1.736842105263158,22
1638.0,1638.0,15.0,22,15.0,1.4666666666666666,22
1639.0,1639.0,38.0,58,38.0,1.5263157894736843,0
1640.0,1640.0,18.0,48,18.0,2.6666666666666665,22
1641.0,1641.0,109.0,181,109.0,1.6605504587155964,0
1642.0,1642.0,64.0,72,64.0,1.125,0
1643.0,1643.0,17.0,85,17.0,5.0,22
1644.0,1644.0,15.0,21,15.0,1.4,0
1645.0,1645.0,170.0,39,170.0,0.22941176470588234,0
1646.0,1646.0,435.0,227,434.0,0.5230414746543779,0
1647.0,1647.0,11.0,81,11.0,7.363636363636363,0
1648.0,1648.0,1716.0,101,1716.0,0.058857808857808856,0
1649.0,1649.0,63.0,103,63.0,1.6349206349206349,0
1650.0,1650.0,23.0,60,23.0,2.608695652173913,22
1651.0,1651.0,24.0,91,24.0,3.7916666666666665,0
1652.0,1652.0,44.0,17,44.0,0.38636363636363635,90
1653.0,1653.0,436.0,84,436.0,0.1926605504587156,0
1654.0,1654.0,36.0,85,36.0,2.361111111111111,0
1655.0,1655.0,24.0,148,24.0,6.166666666666667,0
1656.0,1656.0,34.0,65,34.0,1.911764705882353,0
1657.0,1657.0,20.0,55,20.0,2.75,22
1658.0,1658.0,48.0,58,48.0,1.2083333333333333,0
1659.0,1659.0,7.0,53,7.0,7.571428571428571,0
1660.0,1660.0,27.0,66,27.0,2.4444444444444446,22
1661.0,1661.0,15.0,45,15.0,3.0,22
1662.0,1662.0,29.0,59,29.0,2.0344827586206895,0
1663.0,1663.0,42.0,56,42.0,1.3333333333333333,0
1664.0,1664.0,16.0,77,16.0,4.8125,0
1665.0,1665.0,6.0,25,6.0,4.166666666666667,0
1666.0,1666.0,20.0,67,20.0,3.35,22
1667.0,1667.0,3.0,20,3.0,6.666666666666667,0
1668.0,1668.0,47.0,72,47.0,1.5319148936170213,0
1669.0,1669.0,38.0,106,37.0,2.864864864864865,0
1670.0,1670.0,58.0,135,58.0,2.3275862068965516,0
1671.0,1671.0,68.0,113,68.0,1.661764705882353,0
1672.0,1672.0,139.0,4,139.0,0.02877697841726619,0
1673.0,1673.0,47.0,57,47.0,1.2127659574468086,22
1674.0,1674.0,24.0,54,24.0,2.25,0
1675.0,1675.0,12.0,45,12.0,3.75,23
1676.0,1676.0,8.0,26,8.0,3.25,0
1677.0,1677.0,28.0,51,28.0,1.8214285714285714,0
1678.0,1678.0,12.0,33,12.0,2.75,22
1679.0,1679.0,30.0,57,30.0,1.9,0
1680.0,1680.0,17.0,106,17.0,6.235294117647059,22
1681.0,1681.0,4984.0,525,4973.0,0.10557007842348683,0
1682.0,1682.0,24.0,45,24.0,1.875,0
1683.0,1683.0,9.0,15,9.0,1.6666666666666667,0
1684.0,1684.0,123.0,59,123.0,0.4796747967479675,0
1685.0,1685.0,30.0,60,30.0,2.0,22
1686.0,1686.0,30.0,58,30.0,1.9333333333333333,22
1687.0,1687.0,16.0,50,16.0,3.125,22
1688.0,1688.0,19.0,49,19.0,2.5789473684210527,22
1689.0,1689.0,20.0,32,20.0,1.6,22
1690.0,1690.0,138.0,223,138.0,1.6159420289855073,0
1691.0,1691.0,22.0,31,22.0,1.4090909090909092,0
1692.0,1692.0,6.0,53,6.0,8.833333333333334,0
1693.0,1693.0,195.0,259,195.0,1.3282051282051281,0
1694.0,1694.0,160.0,226,160.0,1.4125,0
1695.0,1695.0,18.0,43,18.0,2.388888888888889,0
1696.0,1696.0,10.0,14,10.0,1.4,0
1697.0,1697.0,17.0,63,17.0,3.7058823529411766,22
1698.0,1698.0,22.0,64,22.0,2.909090909090909,0
1699.0,1699.0,326.0,160,292.0,0.547945205479452,0
1700.0,1700.0,33.0,43,33.0,1.303030303030303,22
1701.0,1701.0,19.0,40,19.0,2.1052631578947367,0
1702.0,1702.0,44.0,72,44.0,1.6363636363636365,0
1703.0,1703.0,16.0,41,16.0,2.5625,0
1704.0,1704.0,127.0,6,127.0,0.047244094488188976,82
1705.0,1705.0,27.0,44,27.0,1.6296296296296295,22
1706.0,1706.0,42.0,57,42.0,1.3571428571428572,0
1707.0,1707.0,15.0,17,15.0,1.1333333333333333,23
1708.0,1708.0,192.0,223,190.0,1.1736842105263159,0
1709.0,1709.0,76.0,95,76.0,1.25,22
1710.0,1710.0,19.0,77,19.0,4.052631578947368,23
1711.0,1711.0,39.0,73,39.0,1.8717948717948718,0
1712.0,1712.0,28.0,61,28.0,2.1785714285714284,0
1713.0,1713.0,98.0,203,98.0,2.0714285714285716,0
1714.0,1714.0,30.0,24,30.0,0.8,0
1715.0,1715.0,19.0,23,19.0,1.2105263157894737,0
1716.0,1716.0,10.0,81,10.0,8.1,0
1717.0,1717.0,458.0,305,458.0,0.665938864628821,0
1718.0,1718.0,11.0,23,11.0,2.090909090909091,0
1719.0,1719.0,24.0,40,24.0,1.6666666666666667,22
1720.0,1720.0,4081.0,206,4068.0,0.05063913470993117,0
1721.0,1721.0,46.0,71,46.0,1.5434782608695652,0
1722.0,1722.0,13.0,48,13.0,3.6923076923076925,22
1723.0,1723.0,68.0,146,68.0,2.1470588235294117,22
1724.0,1724.0,12.0,56,12.0,4.666666666666667,0
1725.0,1725.0,89.0,118,89.0,1.3258426966292134,0
1726.0,1726.0,31.0,62,31.0,2.0,0
1727.0,1727.0,12.0,20,12.0,1.6666666666666667,0
1728.0,1728.0,23.0,81,23.0,3.5217391304347827,23
1729.0,1729.0,42.0,99,42.0,2.357142857142857,22
1730.0,1730.0,18.0,96,18.0,5.333333333333333,0
1731.0,1731.0,11.0,42,11.0,3.8181818181818183,22
1732.0,1732.0,14.0,52,14.0,3.7142857142857144,22
1733.0,1733.0,20.0,75,20.0,3.75,22
1734.0,1734.0,26.0,22,26.0,0.8461538461538461,21
1735.0,1735.0,76.0,268,76.0,3.526315789473684,0
1736.0,1736.0,10.0,45,10.0,4.5,0
1737.0,1737.0,29.0,74,29.0,2.5517241379310347,22
1738.0,1738.0,9.0,54,9.0,6.0,0
1739.0,1739.0,53.0,34,53.0,0.6415094339622641,0
1740.0,1740.0,13.0,23,13.0,1.7692307692307692,0
1741.0,1741.0,26.0,48,26.0,1.8461538461538463,0
1742.0,1742.0,39.0,99,39.0,2.5384615384615383,22
1743.0,1743.0,62.0,12,62.0,0.1935483870967742,0
1744.0,1744.0,17.0,43,17.0,2.5294117647058822,22
1745.0,1745.0,23.0,81,23.0,3.5217391304347827,0
1746.0,1746.0,136.0,28,136.0,0.20588235294117646,0
1747.0,1747.0,33.0,88,33.0,2.6666666666666665,0
1748.0,1748.0,299.0,35,299.0,0.11705685618729098,0
1749.0,1749.0,51.0,7,51.0,0.13725490196078433,90
1750.0,1750.0,374.0,114,361.0,0.3157894736842105,0
1751.0,1751.0,416.0,278,413.0,0.6731234866828087,0
1752.0,1752.0,51.0,4,51.0,0.0784313725490196,90
1753.0,1753.0,1894.0,35,1894.0,0.018479408658922915,0
1754.0,1754.0,90.0,339,90.0,3.7666666666666666,0
1755.0,1755.0,36.0,84,36.0,2.3333333333333335,0
1756.0,1756.0,3.0,16,3.0,5.333333333333333,0
1757.0,1757.0,23.0,100,23.0,4.3478260869565215,0
1758.0,1758.0,25.0,42,25.0,1.68,0
1759.0,1759.0,130.0,228,130.0,1.7538461538461538,0
1760.0,1760.0,85.0,75,85.0,0.8823529411764706,0
1761.0,1761.0,65.0,30,65.0,0.46153846153846156,0
1762.0,1762.0,113.0,178,113.0,1.575221238938053,0
1763.0,1763.0,22.0,42,22.0,1.9090909090909092,22
1764.0,1764.0,25.0,32,25.0,1.28,22
1765.0,1765.0,24.0,121,24.0,5.041666666666667,0
1766.0,1766.0,903.0,740,834.0,0.8872901678657075,0
1767.0,1767.0,134.0,147,132.0,1.1136363636363635,0
1768.0,1768.0,26.0,64,26.0,2.4615384615384617,22
1769.0,1769.0,11.0,65,11.0,5.909090909090909,0
1770.0,1770.0,40.0,60,40.0,1.5,0
1771.0,1771.0,20.0,40,20.0,2.0,22
1772.0,1772.0,12.0,52,12.0,4.333333333333333,0
1773.0,1773.0,233.0,777,233.0,3.334763948497854,0
1774.0,1774.0,27.0,155,27.0,5.7407407407407405,0
1775.0,1775.0,35.0,73,35.0,2.085714285714286,0
1776.0,1776.0,14.0,46,14.0,3.2857142857142856,22
1777.0,1777.0,38.0,72,38.0,1.894736842105263,0
1778.0,1778.0,13.0,55,13.0,4.230769230769231,22
1779.0,1779.0,19.0,49,19.0,2.5789473684210527,0
1780.0,1780.0,12.0,5,12.0,0.4166666666666667,0
1781.0,1781.0,18.0,55,18.0,3.0555555555555554,22
1782.0,1782.0,38.0,231,38.0,6.078947368421052,0
1783.0,1783.0,18.0,104,18.0,5.777777777777778,23
1784.0,1784.0,17.0,40,17.0,2.3529411764705883,0
1785.0,1785.0,71.0,256,71.0,3.6056338028169015,0
1786.0,1786.0,57.0,142,57.0,2.491228070175439,0
1787.0,1787.0,74.0,49,74.0,0.6621621621621622,0
1788.0,1788.0,21.0,41,21.0,1.9523809523809523,23
1789.0,1789.0,31.0,49,31.0,1.5806451612903225,0
1790.0,1790.0,236.0,588,236.0,2.4915254237288136,0
1791.0,1791.0,71.0,59,71.0,0.8309859154929577,0
1792.0,1792.0,2183.0,54,2183.0,0.024736601007787448,0
1793.0,1793.0,186.0,238,186.0,1.2795698924731183,0
1794.0,1794.0,25.0,37,25.0,1.48,22
1795.0,1795.0,37.0,82,37.0,2.2162162162162162,22
1796.0,1796.0,37.0,65,37.0,1.7567567567567568,0
1797.0,1797.0,193.0,176,189.0,0.9312169312169312,0
1798.0,1798.0,36.0,110,36.0,3.0555555555555554,0
1799.0,1799.0,13.0,15,13.0,1.1538461538461537,0
1800.0,1800.0,185.0,214,182.0,1.1758241758241759,0
1801.0,1801.0,328.0,13,323.0,0.04024767801857585,90
1802.0,1802.0,69.0,77,69.0,1.1159420289855073,0
1803.0,1803.0,60.0,141,60.0,2.35,22
1804.0,1804.0,515.0,1021,515.0,1.9825242718446603,0
1805.0,1805.0,51.0,68,51.0,1.3333333333333333,0
1806.0,1806.0,5.0,29,5.0,5.8,0
1807.0,1807.0,11.0,68,11.0,6.181818181818182,0
1808.0,1808.0,39.0,47,39.0,1.205128205128205,22
1809.0,1809.0,9.0,12,9.0,1.3333333333333333,0
1810.0,1810.0,28.0,96,28.0,3.4285714285714284,23
1811.0,1811.0,74.0,44,74.0,0.5945945945945946,0
1812.0,1812.0,14.0,36,14.0,2.5714285714285716,0
1813.0,1813.0,979.0,113,974.0,0.11601642710472279,0
1814.0,1814.0,91.0,161,91.0,1.7692307692307692,0
1815.0,1815.0,404.0,10,404.0,0.024752475247524754,82
1816.0,1816.0,385.0,45,385.0,0.11688311688311688,0
1817.0,1817.0,258.0,16,258.0,0.06201550387596899,0
1818.0,1818.0,9.0,28,9.0,3.111111111111111,0
1819.0,1819.0,142.0,107,142.0,0.7535211267605634,0
1820.0,1820.0,22.0,65,22.0,2.9545454545454546,22
1821.0,1821.0,19.0,46,19.0,2.4210526315789473,22
1822.0,1822.0,46.0,61,46.0,1.326086956521739,22
1823.0,1823.0,45.0,64,45.0,1.4222222222222223,0
1824.0,1824.0,176.0,91,176.0,0.5170454545454546,0
1825.0,1825.0,27.0,74,27.0,2.740740740740741,0
1826.0,1826.0,24.0,51,24.0,2.125,22
1827.0,1827.0,17.0,32,17.0,1.8823529411764706,22
1828.0,1828.0,22.0,38,22.0,1.7272727272727273,0
1829.0,1829.0,26.0,54,26.0,2.076923076923077,0
1830.0,1830.0,192.0,142,192.0,0.7395833333333334,0
1831.0,1831.0,10.0,85,10.0,8.5,0
1832.0,1832.0,38.0,52,38.0,1.368421052631579,0
1833.0,1833.0,24.0,63,24.0,2.625,22
1834.0,1834.0,401.0,121,368.0,0.328804347826087,0
1835.0,1835.0,349.0,441,347.0,1.2708933717579252,0
1836.0,1836.0,36.0,71,36.0,1.9722222222222223,0
1837.0,1837.0,11.0,38,11.0,3.4545454545454546,22
1838.0,1838.0,163.0,121,163.0,0.7423312883435583,0
1839.0,1839.0,15.0,45,15.0,3.0,22
1840.0,1840.0,4036.0,15,4024.0,0.003727634194831014,90
1841.0,1841.0,56.0,49,56.0,0.875,0
1842.0,1842.0,775.0,605,754.0,0.8023872679045093,0
1843.0,1843.0,40.0,30,40.0,0.75,0
1844.0,1844.0,365.0,9,365.0,0.024657534246575342,0
1845.0,1845.0,181.0,24,168.0,0.14285714285714285,0
1846.0,1846.0,12.0,27,12.0,2.25,22
1847.0,1847.0,21.0,84,21.0,4.0,22
1848.0,1848.0,66.0,38,66.0,0.5757575757575758,0
1849.0,1849.0,712.0,795,710.0,1.119718309859155,0
1850.0,1850.0,978.0,317,954.0,0.33228511530398325,0
1851.0,1851.0,30.0,73,30.0,2.433333333333333,22
1852.0,1852.0,24.0,42,24.0,1.75,22
1853.0,1853.0,19.0,25,19.0,1.3157894736842106,0
1854.0,1854.0,42.0,97,42.0,2.3095238095238093,0
1855.0,1855.0,368.0,1193,368.0,3.2418478260869565,0
1856.0,1856.0,650.0,21,650.0,0.03230769230769231,82
1857.0,1857.0,200.0,103,200.0,0.515,0
1858.0,1858.0,306.0,180,303.0,0.594059405940594,0
1859.0,1859.0,50.0,54,50.0,1.08,0
1860.0,1860.0,27.0,53,27.0,1.962962962962963,0
1861.0,1861.0,35.0,40,35.0,1.1428571428571428,0
1862.0,1862.0,43.0,72,43.0,1.6744186046511629,0
1863.0,1863.0,11.0,149,11.0,13.545454545454545,0
1864.0,1864.0,20.0,15,20.0,0.75,0
1865.0,1865.0,25.0,84,25.0,3.36,22
1866.0,1866.0,19.0,208,19.0,10.947368421052632,0
1867.0,1867.0,64.0,126,64.0,1.96875,0
1868.0,1868.0,37.0,54,37.0,1.4594594594594594,0
1869.0,1869.0,18.0,41,18.0,2.2777777777777777,0
1870.0,1870.0,147.0,2,147.0,0.013605442176870748,0
1871.0,1871.0,23.0,66,23.0,2.869565217391304,22
1872.0,1872.0,71.0,84,71.0,1.1830985915492958,0
1873.0,1873.0,125.0,11,125.0,0.088,0
1874.0,1874.0,22.0,25,22.0,1.1363636363636365,22
1875.0,1875.0,21.0,39,21.0,1.8571428571428572,22
1876.0,1876.0,18.0,38,18.0,2.111111111111111,22
1877.0,1877.0,11.0,111,11.0,10.090909090909092,23
1878.0,1878.0,52.0,19,52.0,0.36538461538461536,0
1879.0,1879.0,44.0,33,44.0,0.75,0
1880.0,1880.0,13.0,64,13.0,4.923076923076923,22
1881.0,1881.0,38.0,256,38.0,6.7368421052631575,0
1882.0,1882.0,53.0,16,53.0,0.3018867924528302,0
1883.0,1883.0,52.0,72,52.0,1.3846153846153846,0
1884.0,1884.0,3540.0,86,3535.0,0.024328147100424326,0
1885.0,1885.0,37.0,15,37.0,0.40540540540540543,0
1886.0,1886.0,8.0,19,8.0,2.375,0
1887.0,1887.0,82.0,24,82.0,0.2926829268292683,0
1888.0,1888.0,8.0,61,8.0,7.625,0
1889.0,1889.0,1.0,4,1.0,4.0,0
1890.0,1890.0,112.0,160,112.0,1.4285714285714286,0
1891.0,1891.0,51.0,77,51.0,1.5098039215686274,22
1892.0,1892.0,127.0,14,127.0,0.11023622047244094,0
1893.0,1893.0,109.0,147,109.0,1.348623853211009,0
1894.0,1894.0,54.0,106,54.0,1.962962962962963,0
1895.0,1895.0,37.0,74,37.0,2.0,22
1896.0,1896.0,60.0,95,60.0,1.5833333333333333,0
1897.0,1897.0,18.0,52,18.0,2.888888888888889,0
1898.0,1898.0,117.0,131,117.0,1.1196581196581197,0
1899.0,1899.0,3621.0,623,3514.0,0.17729083665338646,0
1900.0,1900.0,4.0,54,4.0,13.5,0
1901.0,1901.0,7.0,44,7.0,6.285714285714286,0
1902.0,1902.0,27.0,50,27.0,1.8518518518518519,0
1903.0,1903.0,27.0,112,27.0,4.148148148148148,0
1904.0,1904.0,58.0,164,58.0,2.8275862068965516,0
1905.0,1905.0,257.0,253,257.0,0.9844357976653697,0
1906.0,1906.0,7.0,34,7.0,4.857142857142857,0
1907.0,1907.0,8.0,20,8.0,2.5,0
1908.0,1908.0,18.0,49,18.0,2.7222222222222223,0
1909.0,1909.0,48.0,302,48.0,6.291666666666667,0
1910.0,1910.0,136.0,183,136.0,1.3455882352941178,0
1911.0,1911.0,15.0,45,15.0,3.0,0
1912.0,1912.0,14.0,59,14.0,4.214285714285714,0
1913.0,1913.0,45.0,75,45.0,1.6666666666666667,0
1914.0,1914.0,585.0,124,506.0,0.2450592885375494,0
1915.0,1915.0,6.0,13,6.0,2.1666666666666665,0
1916.0,1916.0,9.0,21,9.0,2.3333333333333335,0
1917.0,1917.0,53.0,84,53.0,1.5849056603773586,0
1918.0,1918.0,80.0,533,80.0,6.6625,0
1919.0,1919.0,252.0,220,252.0,0.873015873015873,0
1920.0,1920.0,20.0,37,20.0,1.85,22
1921.0,1921.0,19.0,38,19.0,2.0,22
1922.0,1922.0,45.0,77,45.0,1.711111111111111,22
1923.0,1923.0,38.0,59,38.0,1.5526315789473684,0
1924.0,1924.0,33.0,62,33.0,1.878787878787879,22
1925.0,1925.0,92.0,44,92.0,0.4782608695652174,0
1926.0,1926.0,9.0,85,9.0,9.444444444444445,0
1927.0,1927.0,10.0,20,10.0,2.0,0
1928.0,1928.0,19.0,75,19.0,3.9473684210526314,0
1929.0,1929.0,981.0,189,981.0,0.1926605504587156,90
1930.0,1930.0,28.0,52,28.0,1.8571428571428572,22
1931.0,1931.0,26.0,37,26.0,1.4230769230769231,22
1932.0,1932.0,16.0,68,16.0,4.25,22
1933.0,1933.0,63.0,63,63.0,1.0,0
1934.0,1934.0,4050.0,131,4044.0,0.032393669634025714,0
1935.0,1935.0,108.0,107,104.0,1.0288461538461537,0
